Date,NVIDIA_Return,RateChange,SOXReturn_unlagged
2024-09-04,-0.016574086804137633,-0.07600021362304688,0.002490039431865876
2024-09-05,0.009415358048675104,-0.03699994087219238,-0.005959142542587226
2024-09-06,-0.04085434660951692,-0.020999908447265625,-0.04516675253560476
2024-09-09,0.03539807685176166,-0.013000011444091797,0.02154479369017759
2024-09-10,0.015309419741446284,-0.051000118255615234,0.011866137012161326
2024-09-11,0.08149874798231838,0.0070002079010009766,0.04903144289825634
2024-09-12,0.01916166075526915,0.026999950408935547,-0.002388915384881618
2024-09-13,-0.00033575866321489123,-0.029999971389770508,0.016750290694631742
2024-09-16,-0.019479452527636276,-0.029000043869018555,-0.014064939327712689
2024-09-17,-0.01019014431212062,0.020999908447265625,0.00033808706955174017
2024-09-18,-0.019205756603683177,0.042999982833862305,-0.010751014340881992
2024-09-19,0.039693120658917724,0.05500006675720215,0.042672872294993835
2024-09-20,-0.015864918505927417,-0.012000083923339844,-0.013142775805211393
2024-09-23,0.0022413426370297973,0.01100015640258789,0.005149938140391441
2024-09-24,0.03965248512322783,-0.003000020980834961,0.013126187777370735
2024-09-25,0.021841569047127862,0.04499983787536621,0.008001177602724896
2024-09-26,0.004291164149031079,0.009999990463256836,0.034676918899773757
2024-09-27,-0.021283381320518435,-0.04199981689453125,-0.017563321632850015
2024-09-30,0.00032944517944732965,0.05299997329711914,-0.008466163469955323
2024-10-01,-0.036561342480511794,-0.05900001525878906,-0.02863297845178414
2024-10-02,0.015812038769818626,0.04200005531311035,0.01477833661141581
2024-10-03,0.033655865225834525,0.06499981880187988,0.005100753967045568
2024-10-04,0.01684977005144095,0.13100004196166992,0.015927129509747617
2024-10-07,0.022414343946945303,0.04500007629394531,-0.001928240422941263
2024-10-08,0.04047911267878157,0.006999969482421875,0.013335186186360648
2024-10-09,-0.0018059934740890515,0.03399991989135742,0.010596039507933863
2024-10-10,0.01628346409883097,0.029000282287597656,-0.005253755510355673
2024-10-11,-7.402684737223275e-05,-0.023000240325927734,0.007933599637483413
2024-10-14,0.024258228387123548,0.02500009536743164,0.018041810925232937
2024-10-15,-0.046860237048450104,-0.059999942779541016,-0.05283300941307301
2024-10-16,0.03130674372703823,-0.02200031280517578,0.0020698673960060088
2024-10-17,0.008915431934238383,0.08000040054321289,0.009494089562269048
2024-10-18,0.00781419855077825,-0.023000240325927734,0.0007320264430128454
2024-10-21,0.04137695188562218,0.10900020599365234,0.001265180336007754
2024-10-22,-0.0008351158283215199,0.021999835968017578,-0.0046977974393184185
2024-10-23,-0.028066017478545646,0.03800010681152344,-0.011431932085699259
2024-10-24,0.006090713523475566,-0.04200029373168945,0.005113594516571673
2024-10-25,0.00804773413601323,0.032000064849853516,0.010706551349856985
2024-10-28,-0.007206504695678739,0.046000003814697266,-0.00022255784911706655
2024-10-29,0.005195137965128049,-0.0039997100830078125,0.02312118798894458
2024-10-30,-0.013522179397196799,-0.008000373840332031,-0.03350975121159849
2024-10-31,-0.047222496418990234,0.018000125885009766,-0.04011654722773972
2024-11-01,0.019885375677435757,0.07700014114379883,0.011053757675494102
2024-11-04,0.004800597219035252,-0.05200004577636719,-0.005484466406044608
2024-11-05,0.02837199934443646,-0.019999980926513672,0.01685365462907118
2024-11-06,0.040740316759291684,0.13700008392333984,0.031187237146611757
2024-11-07,0.02245741911912802,-0.08500003814697266,0.022705172042057464
2024-11-08,-0.008396207715243742,-0.034999847412109375,-0.00814966149799179
2024-11-11,-0.016053544596601355,0.0019998550415039062,-0.025352873123497655
2024-11-12,0.020859013048837527,0.12400007247924805,-0.009260354382414016
2024-11-13,-0.013621835583439657,0.01900005340576172,-0.02003470491503223
2024-11-14,0.0033498081077454334,-0.03299999237060547,-0.00033961182816699687
2024-11-15,-0.0325701492764231,0.009999752044677734,-0.03416863426151773
2024-11-18,-0.012889164636947559,-0.01399993896484375,0.011415982233701438
2024-11-19,0.04894760831968448,-0.034999847412109375,0.006216315473490885
2024-11-20,-0.007618445859915002,0.026999950408935547,-0.007096771631971643
2024-11-21,0.005346459209495391,0.026000022888183594,0.016133450312228126
2024-11-22,-0.032181156755705764,-0.02200031280517578,-0.0014607953345848745
2024-11-25,-0.04177525733660581,-0.14499998092651367,0.0064813185466288115
2024-11-26,0.006616743999274588,0.037000179290771484,-0.012101209367162413
2024-11-27,-0.011539659277233771,-0.059999942779541016,-0.015129251005014721
2024-11-29,0.021501492128777944,-0.06400012969970703,0.015155603743005841
2024-12-02,0.002748552240124269,0.018000125885009766,0.026135835977558974
2024-12-03,0.011758025311426445,0.026999950408935547,-0.0038494025332032056
2024-12-04,0.03479244724653863,-0.043000221252441406,0.017061618910701126
2024-12-05,-0.00048225476213414886,0.0,-0.0186282253378528
2024-12-06,-0.018061359129204924,-0.028999805450439453,0.006949286798550558
2024-12-09,-0.025484635385710663,0.04799985885620117,-0.008389141638710296
2024-12-10,-0.02694318315051991,0.02200031280517578,-0.024734729997828442
2024-12-11,0.031391101023708456,0.04999971389770508,0.027192596903578448
2024-12-12,-0.014141081733023753,0.05299997329711914,-0.00907153527448068
2024-12-13,-0.02249887952900609,0.07500028610229492,0.033637786941277614
2024-12-16,-0.01676010530571803,-0.0020003318786621094,0.02063782877548337
2024-12-17,-0.012196902261199516,-0.01199960708618164,-0.016413438691629256
2024-12-18,-0.011350374228215054,0.10899972915649414,-0.03845611854476838
2024-12-19,0.013730304267117965,0.07600021362304688,-0.015592451776015981
2024-12-20,0.030762309782726316,-0.046000003814697266,0.014599034686988643
2024-12-23,0.03689667542265984,0.07499980926513672,0.030985423483714136
2024-12-24,0.00393795855274548,-0.007999897003173828,0.010707703754578857
2024-12-26,-0.00206816813835331,-0.012000083923339844,0.00033825837144640936
2024-12-27,-0.02086760667728471,0.039999961853027344,-0.010113373528816583
2024-12-30,0.0035034647616871695,-0.07399988174438477,-0.01882900840205104
2024-12-31,-0.02327437030592172,0.0279998779296875,-0.009266785904266217
2025-01-02,0.029935005783648938,0.0019998550415039062,0.008347471300082843
2025-01-03,0.04453767167747702,0.021000385284423828,0.028308254972368774
2025-01-06,0.034332519027931996,0.021999835968017578,0.028369513260089407
2025-01-07,-0.062169630329582226,0.06500005722045898,-0.018434567487561337
2025-01-08,-0.00021394647499739516,0.009999752044677734,-0.009573581916398899
2025-01-10,-0.02997647612121257,0.08300018310546875,-0.024190510223085493
2025-01-13,-0.019718868886623886,0.026999950408935547,-0.003460104980847145
2025-01-14,-0.0110337505725,-0.014999866485595703,0.005161344540757673
2025-01-15,0.03400139988367168,-0.13500022888183594,0.021347758577277887
2025-01-16,-0.019597748143362348,-0.04699993133544922,0.0018026065315257522
