Date,NVIDIA_Return,10YTRateChange,SOXReturn
2024-09-05,0.009415430000179859,-0.07600021362304688,0.002490039431865876
2024-09-06,-0.04085441497777331,-0.03699994087219238,-0.005959142542587226
2024-09-09,0.03539815116828926,-0.020999908447265625,-0.04516675253560476
2024-09-10,0.015309418642600603,-0.013000011444091797,0.02154479369017759
2024-09-11,0.08149874222088505,-0.051000118255615234,0.011866137012161326
2024-09-12,0.019161594136490212,0.0070002079010009766,0.04903144289825634
2024-09-13,-0.00033575866321489123,0.026999950408935547,-0.002388915384881618
2024-09-16,-0.01947938836881391,-0.029999971389770508,0.016750290694631742
2024-09-17,-0.010190209078769996,-0.029000043869018555,-0.014064939327712689
2024-09-18,-0.019205756603683177,0.020999908447265625,0.00033808706955174017
2024-09-19,0.0396930532573494,0.042999982833862305,-0.010751014340881992
2024-09-20,-0.01586485470608978,0.05500006675720215,0.042672872294993835
2024-09-23,0.0022413426370297973,-0.012000083923339844,-0.013142775805211393
2024-09-24,0.03965248512322783,0.01100015640258789,0.005149938140391441
2024-09-25,0.021841569047127862,-0.003000020980834961,0.013126187777370735
2024-09-26,0.004291226017026251,0.04499983787536621,0.008001177602724896
2024-09-27,-0.021283441613024756,0.009999990463256836,0.034676918899773757
2024-09-30,0.00032950812273724317,-0.04199981689453125,-0.017563321632850015
2024-10-01,-0.036561340179978696,0.05299997329711914,-0.008466163469955323
2024-10-02,0.015811972426736265,-0.05900001525878906,-0.02863297845178414
2024-10-03,0.033655865225834525,0.04200005531311035,0.01477833661141581
2024-10-04,0.01684977005144095,0.06499981880187988,0.005100753967045568
2024-10-07,0.022414343946945303,0.13100004196166992,0.015927129509747617
2024-10-08,0.040479232336097404,0.04500007629394531,-0.001928240422941263
2024-10-09,-0.0018061082685143504,0.006999969482421875,0.013335186186360648
2024-10-10,0.01628346409883097,0.03399991989135742,0.010596039507933863
2024-10-11,-7.402684737223275e-05,0.029000282287597656,-0.005253755510355673
2024-10-14,0.02425811501449293,-0.023000240325927734,0.007933599637483413
2024-10-15,-0.04686024223529539,0.02500009536743164,0.018041810925232937
2024-10-16,0.03130686349208345,-0.059999942779541016,-0.05283300941307301
2024-10-17,0.008915431934238383,-0.02200031280517578,0.0020698673960060088
2024-10-18,0.007814310159864446,0.08000040054321289,0.009494089562269048
2024-10-21,0.04137694730338537,-0.023000240325927734,0.0007320264430128454
2024-10-22,-0.0008353284265719685,0.10900020599365234,0.001265180336007754
2024-10-23,-0.028065807600808568,0.021999835968017578,-0.0046977974393184185
2024-10-24,0.006090603350702439,0.03800010681152344,-0.011431932085699259
2024-10-25,0.008047842978899267,-0.04200029373168945,0.005113594516571673
2024-10-28,-0.007206719865421318,0.032000064849853516,0.010706551349856985
2024-10-29,0.005195247287854476,0.046000003814697266,-0.00022255784911706655
2024-10-30,-0.013522071201584773,-0.0039997100830078125,0.02312118798894458
2024-10-31,-0.04722271059707872,-0.008000373840332031,-0.03350975121159849
2024-11-01,0.019885262851810692,0.018000125885009766,-0.04011654722773972
2024-11-04,0.004800824043263541,0.07700014114379883,0.011053757675494102
2024-11-05,0.02837199934443646,-0.05200004577636719,-0.005484466406044608
2024-11-06,0.040740316759291684,-0.019999980926513672,0.01685365462907118
2024-11-07,0.02245741911912802,0.13700008392333984,0.031187237146611757
2024-11-08,-0.008396207715243742,-0.08500003814697266,0.022705172042057464
2024-11-11,-0.016053544596601355,-0.034999847412109375,-0.00814966149799179
2024-11-12,0.020859013048837527,0.0019998550415039062,-0.025352873123497655
2024-11-13,-0.013622041701625176,0.12400007247924805,-0.009260354382414016
2024-11-14,0.00335001777244881,0.01900005340576172,-0.02003470491503223
2024-11-15,-0.032570045142916504,-0.03299999237060547,-0.00033961182816699687
2024-11-18,-0.012889163249566571,0.009999752044677734,-0.03416863426151773
2024-11-19,0.048947602982201355,-0.01399993896484375,0.011415982233701438
2024-11-20,-0.007618549024332788,-0.034999847412109375,0.006216315473490885
2024-11-21,0.005346563963976703,0.026999950408935547,-0.007096771631971643
2024-11-22,-0.03218125759989665,0.026000022888183594,0.016133450312228126
2024-11-25,-0.04177514967452134,-0.02200031280517578,-0.0014607953345848745
2024-11-26,0.00661674325584527,-0.14499998092651367,0.0064813185466288115
2024-11-27,-0.011539657989209084,0.037000179290771484,-0.012101209367162413
2024-11-29,0.02150148970082344,-0.059999942779541016,-0.015129251005014721
2024-12-02,0.002748441392856016,-0.06400012969970703,0.015155603743005841
2024-12-03,0.011757915070982117,0.018000125885009766,0.026135835977558974
2024-12-04,0.03479234207818971,0.026999950408935547,-0.0038494025332032056
2024-12-05,-0.00048193897622772486,-0.043000221252441406,0.017061618910701126
2024-12-06,-0.01806156791968716,0.0,-0.0186282253378528
2024-12-09,-0.025484530835496955,-0.028999805450439453,0.006949286798550558
2024-12-10,-0.02694307306061494,0.04799985885620117,-0.008389141638710296
2024-12-11,0.031390984333980354,0.02200031280517578,-0.024734729997828442
2024-12-12,-0.014141191427792577,0.04999971389770508,0.027192596903578448
2024-12-13,-0.022498770764182496,0.05299997329711914,-0.00907153527448068
